			1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
65	0.080	66	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
66	0.081	67	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
67	0.082	68	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
68	0.083	69	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
69	0.084	70	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
70	0.085	71	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
71	0.086	72	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
72	0.087	73	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
73	0.088	74	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
74	0.089	75	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
75	0.09	76	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
76	0.091	77	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
77	0.092	78	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
78	0.093	79	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
79	0.094	80	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
80	0.095	81	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
81	0.096	82	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
82	0.097	83	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
83	0.098	84	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
84	0.099	85	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	64 HREw	60 HREw	47 HRBw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
